SYMBOL,DESCRIPTION,cik
PEAR,PEAR THERAPEUTICS INC CL A (DE,CIK0001835567
PEB,PEBBLEBROOK HOTEL TR (MD),CIK0001474098
PNTG,PENNANT GROUP INC.,CIK0001766400
PFLT,PENNANTPARK FLOATING RATE CAP ,CIK0001504619
PWOD,PENNS WOODS BANCORP INC,CIK0000716605
PEBK,PEOPLES BANCORP OF N.C. INC,CIK0001093672
PFIS,PEOPLES FINL SVCS CORP,CIK0001056943
PEP,PEPSICO INC;CAP USD0.016666,CIK0000077476
PRFT,PERFICIENT INC,CIK0001085869
PKI,PERKINELMER INC,CIK0000031791
PRNDY,PERNOD RICARD S A,CIK0000899108
PQEFF,PETROTEQ ENERGY INC (CANADA),CIK0001561180
PETVW,PETVIVO HLDGS INC WT EXP,CIK0001512922
PETV,PETVIVO HLDGS INC COM PAR $.00,CIK0001512922
PM,PHILIP MORRIS INTL;COM STK NPV,CIK0001413329
PSX,PHILLIPS 66 COMMON STOCK,CIK0001534701
PEV,PHOENIX MTR INC COM NEW(DE),CIK0001879848
PRCX,PHOENIX RISING COS COM (NV),CIK0001572384
DOC,PHYSICIANS RLTY TR COM,CIK0001574540
PHR,PHREESIA INC COM (DE),CIK0001412408
PLL,PIEDMONT LITHIUM INC COM (DE) ,CIK0001728205
PGP,PIMCO GLOBAL STOCKSPLUS & INCO,CIK0001318025
PHK,PIMCO HIGH INCOME FUND SBI,CIK0001219360
PAXS,PIMCO ACCESS INCOME FD COM (MA,CIK0001886878
PNW,PINNACLE WEST CAP CORP,CIK0000764622
PINS,PINTEREST INC CL A,CIK0001506293
PBFS,PIONEER BANCORP INC MD COM,CIK0001769663
MAV,PIONEER MUNICIPAL HIGH INCOME ,CIK0001258943
PXD,PIONEER NAT RES CO,CIK0001038357
PXLW,PIXELWORKS INC COM NEW,CIK0001040161
PAGP,PLAINS GP HLDGS LPSHS CL A REP,CIK0001581990
PLG,PLATINUM GROUP METALS LTD COM ,CIK0001095052
PLUG,PLUG POWER INC COM STK (DE),CIK0001093691
PNT,POINT BIOPHARMA GLOBAL INC COM,CIK0001811764
PRCH,PORCH GROUP INC,CIK0001784535
PSTL,POSTAL RLTY TR INC CL A (MD),CIK0001759774
PWFL,POWERFLEET INC,CIK0001774170
PGEN,PRECIGEN INC COM STK (VA),CIK0001356090
DTIL,PRECISION BIOSCIENCES INC COM ,CIK0001357874
PLPC,PREFORMED LINE PRODS CO,CIK0000080035
PSMT,PRICESMART INC,CIK0001041803
PRIM,PRIMORIS SVCS CORP COM STK (DE,CIK0001361538
PRO,"PROS HOLDINGS, INC",CIK0001392972
SVXY,PROSHARES TRUST II SHORT VIX S,CIK0001415311
YCL,PROSHARES TR 11 PROSHARES ULTR,CIK0001415311
BOIL,PROSHARES ULTRA BLOOMBERG,CIK0001415311
PB,PROSPERITY BANCSHARES INC,CIK0001068851
PTIXW,PROTAGENIC THERAPEUTICS INC WT,CIK0001022899
PRVB,PROVENTION BIO INC COM (DE),CIK0001695357
PRU,PRUDENTIAL FINANCIAL INC.,CIK0001137774
PRH,PRUDENTIAL FINL INC JR SUB NT ,CIK0001137774
LUNG,PULMONX CORP,CIK0001127537
PLSE,PULSE BIOSCIENCES INC COM (DE),CIK0001625101
PCYO,PURE CYCLE CORP NEW,CIK0000276720
PCTTW,PURECYCLE TECHNOLOGIES INC WT ,CIK0001830033
PCTTU,PURECYCLE TECHNOLOGIES INC,CIK0001830033
PSTG,PURE STORAGE INC CL A COMT STK,CIK0001474432
PMO,PUTNAM MUNI OPPORTUNITIES TR,CIK0000900422
QVCD,QVC INC 6.375% SR SECD NT 9/13,CIK0001254699
QRVO,QORVO INC COMMON STOCK,CIK0001604778
QSAM,QSAM BIOSCIENCES INC COM NEW,CIK0001310527
QCOM,QUALCOMM INC,CIK0000804328
NX,QUANEX BUILDING PRODUCTS CORP ,CIK0001423221
PWR,QUANTA SERVICES INC,CIK0001050915
QMCO,QUANTUM CORP COM NEW,CIK0000709283
QNST,"QUINNSTREET, INC COM STK (CANA",CIK0001117297
QIPT,QUIPT HOME MED CORP COM (CAN) ,CIK0001540013
QNRX,QUOIN PHARMACEUTICALS LTD,CIK0001671502
RBB,RBB BANCORP COM,CIK0001499422
RFAC,RF ACQUISITION CORP CL A,CIK0001847607
RFACR,RF ACQUISITION CORP RT,CIK0001847607
RFIL,RF INDUSTRIES LTD,CIK0000740664
RH,RH COM(DE),CIK0001528849
RDNT,"RadNet, Inc. Common Stock",CIK0000790526
RAIN,RAIN ONCOLOGY INC. COMMON STOC,CIK0001724979
RRC,RANGE RESOURCES CORP,CIK0000315852
RAVE,RAVE RESTAURANT GROUP INC,CIK0000718332
RJF,RAYMOND JAMES FINANCIAL INC,CIK0000720005
RTX,RAYTHEON TECHNOLOGIES CORP (DE,CIK0000101829
RCC,READY CAP CORP SR NT,CIK0001527590
HOUS,ANYWHERE REAL ESTATE INC COM,CIK0001398987
O,REALTY INCOME CORP,CIK0000726728
RBGLY,RECKITT BENCKISER PLC SPONSORE,CIK0001420798
RCAT,RED CAT HLDGS INC,CIK0000748268
RF,REGIONS FINANCIAL CORP (NEW),CIK0001281761
RZB,REINSURANCE GROUP AMER INC SUB,CIK0000898174
RLAY,RELAY THERAPEUTICS INC,CIK0001812364
KRMD,KORU MED SYS INC COM,CIK0000704440
RPAY,REPAY HLDGS CORP CL A,CIK0001720592
RGP,RESOURCES CONNECTION INC,CIK0001084765
ROIC,RETAIL OPPORTUNITY INVESTMENTS,CIK0001407623
RVNC,REVANCE THERAPEUTICS INC COM S,CIK0001479290
REUN,REUNION NEUROSCIENCE INC COM (,CIK0001865482
RVPHW,REVIVA PHARMACEUTICALS HLDGS C,CIK0001742927
REX,REX AMERICAN RESOURCES CORPORA,CIK0000744187
REYN,REYNOLDS CONSUMER PRODS INC,CIK0001786431
RYTM,RHYTHM PHARMACEUTICALS INC COM,CIK0001649904
RMNI,RIMINI STR INC COM (DE),CIK0001635282
OPP,RIVERNORTH/DOUBLELINE STRATEGI,CIK0001678130
RIVN,RIVIAN AUTOMOTIVE INC CL A,CIK0001874178
RBLX,ROBLOX CORP COM CL A,CIK0001315098
RMCF,ROCKY MTN CHOCOLATE FACTORY IN,CIK0001616262
RWAY,RUNWAY GROWTH FIN CORP,CIK0001653384
RUTH,RUTHS HOSPITALITY GROUP INC CO,CIK0001324272
RXST,RXSIGHT INC COM (DE),CIK0001111485
SEIC,SEI INVESTMENTS CO,CIK0000350894
SLCJY,SLC AGRICOLA SA SPONSORED ADR(,CIK0001523541
GLD,"SPDR GOLD TR, SPDR GOLD SHS",CIK0001222333
SKYX,SKYX PLATFORMS CORP. COMMON ST,CIK0001598981
SGLDF,SABRE GOLD MINES CORP COM NEW(,CIK0001318482
SCCG,SACHEM CAP CORP NT 08.000% 09/,CIK0001682220
SAFT,SAFETY INS GROUP INC,CIK0001172052
SAGE,SAGE THERAPEUTICS INC COM,CIK0001597553
IOT,SAMSARA INC CL A (DE),CIK0001642896
SANA,SANA BIOTECHNOLOGY INC COM,CIK0001770121
SANM,SANMINA CORP COM STK (DE),CIK0000897723
STRC,SARCOS TECHNOLOGY & ROBOTICS C,CIK0001826681
HSIC,SCHEIN (HENRY) INC,CIK0001000228
SNDR,SCHNEIDER NATL INC CL B COM,CIK0001692063
SCPL,SCIPLAY CORP CL A (NV),CIK0001760717
SMG,SCOTTS MIRACLE-GRO COMPANY,CIK0000825542
SCPH,SCPHARMACEUTICALS INC COM,CIK0001604950
SFRX,SEAFARER EXPLORATION CORP. COM,CIK0001106213
SCWX,SECUREWORKS CORP. CLASS A COMM,CIK0001468666
SEER,SEER INC CL A (DE),CIK0001726445
SMLR,SEMLER SCIENTIFIC INC COM STK ,CIK0001554859
SQLLW,SEQLL INC WT EXP (DE),CIK0001605888
SERA,SERA PROGNOSTICS INC CL A (DE),CIK0001534969
MCRB,SERES THERAPEUTICS INC COM,CIK0001609809
SRG,SERITAGE GROWTH PPTYS CL A COM,CIK0001628063
SVC,SERVICE PPTYS TR COM SH BEN IN,CIK0000945394
SHPW,SHAPEWAYS HOLDINGS INC COM (DE,CIK0001784851
STSS,SHARPS TECHNOLOGY INC COM(WY) ,CIK0001737995
SSTI,SHOTSPOTTER INC COM,CIK0001351636
SSTI,"SOUNDTHINKING, INC. COMMON STO",CIK0001351636
SSTK,SHUTTERSTOCK INC,CIK0001549346
SGML,SIGMA LITHIUM CORP (CANADA),CIK0001848309
SGMA,SIGMATRON INTL INC,CIK0000915358
SIGA,SIGA TECHNOLOGIES INC,CIK0001010086
SLGN,SILGAN HOLDINGS INC,CIK0000849869
SIMO,SILICON MOTION TECHNOLOGY CORP,CIK0001329394
SILO,SILO PHARMA INC COM NEW(DE),CIK0001514183
SAMG,SILVERCREST ASSET MGMT GROUP C,CIK0001549966
SILV,SILVERCREST METALS INC (CAN),CIK0001659520
SBGI,SINCLAIR BROADCAST GP INC CL A,CIK0000912752
OMIC,SINGULAR GENOMICS SYS INC COM(,CIK0001850906
SITE,SITEONE LANDSCAPE SUPPLY INC (,CIK0001650729
SKYE,SKYE BIOSCIENCE INC,CIK0001516551
CNXA,CONNEXA SPORTS TECHNOLOGIES IN,CIK0001674440
SMBK,SMARTFINANCIAL INC,CIK0001038773
SMAR,SMARTSHEET INC CL A,CIK0001366561
SJM,J.M. SMUCKER CO (NEW),CIK0000091419
SNA,SNAP ON INCORPORATED (HOLDING),CIK0000091440
SNAP,SNAP INC CL A,CIK0001564408
SNOW,SNOWFLAKE INC CL A (DE),CIK0001640147
SOHU,SOHU COM LTD SPONSORED ADR (CY,CIK0001734107
SEDG,SOLAREDGE TECHNOLOGIES INC COM,CIK0001419612
XPL,SOLITARIO ZINC CORP.,CIK0000917225
SLDPW,SOLID PWR INC WT EXP (CO),CIK0001844862
SOS,SOS LTD SPONSORED ADR NEW (CYM,CIK0001346610
SHC,SOTERA HEALTH CO COM (DE),CIK0001822479
SCCO,SOUTHERN COPPER CORPORATION CO,CIK0001001838
SFST,SOUTHERN FIRST BANCSHARES (SC),CIK0001090009
SBSI,SOUTHSIDE BANCSHARES INC,CIK0000705432
SWX,"SOUTHWEST GAS HOLDINGS, INC. (",CIK0001692115
SWN,SOUTHWESTERN ENERGY CO (DELAWA,CIK0000007332
LOV,SPARK NETWORKS SE SPONSORED AD,CIK0001705338
SRCO,SPARTA COML SVCS INC COM PAR $,CIK0000318299
SPB,SPECTRUM BRANDS HLDGS INC NEW ,CIK0000109177
SRC,SPIRIT RLTY CAPITAL INC (NEW) ,CIK0001308606
SPLK,SPLUNK INC COM STK (DE),CIK0001353283
PSLV,SPROTT PHYSICAL SILVER TR UIT ,CIK0001494728
SFM,SPROUTS FMRS MKT INC COM STK (,CIK0001575515
SHVLF,STARCORE INTL MINES LTD COM NE,CIK0001301713
STER,STERLING CHECK CORP COM (DE),CIK0001645070
SBT,STERLING BANCORP INC,CIK0001680379
SNAXW,STRYVE FOODS INC WT EXP 07/31/,CIK0001691936
SUM,SUMMIT MATLS INC CL A,CIK0001621563
SU,SUNCOR ENERGY INC (NEW),CIK0000311337
HYSR,SUNHYDROGEN INC COM,CIK0001481028
STKL,SUNOPTA INC,CIK0000351834
SHO,SUNSTONE HOTEL INVESTORS INC,CIK0001295810
SLGG,SUPER LEAGUE GAMING INC COM NE,CIK0001621672
SRGA,SURGALIGN HLDGS INC,CIK0001760173
SSSS,SURO CAPITAL CORP. COMMON STOC,CIK0001509470
SSSSL,SURO CAP CORP NT (MD),CIK0001509470
SUZ,SUZANO S.A.SPONSORED ADS (BRAZ,CIK0000909327
SST,SYSTEM1 INC CL A SHS (DE),CIK0001805833
TFII,TFI INTL INC,CIK0001588823
TJX,TJX COMPANIES INC,CIK0000109198
TMUS,T-MOBILE US INC COM,CIK0001283699
TMC,TMC THE METALS CO INC COM (CAN,CIK0001798562
TRX,TRX GOLD CORP COM,CIK0001173643
TTMI,TTM TECHNOLOGIES INC,CIK0001116942
TTWO,TAKE-TWO INTERACTIVE SOFTWARE ,CIK0000946581
TAL,TAL EDUCATION GROUP ADS REPSTG,CIK0001499620
TLIS,TALIS BIOMEDICAL CORP COM,CIK0001584751
TNDM,TANDEM DIABETES CARE INC COM N,CIK0001438133
TASK,TASKUS INC CL A (DE),CIK0001829864
THNPY,TECHNIP ENERGIES NV ADR(NETHER,CIK0001792045
TGNA,TEGNA INC COM STK (DE),CIK0000039899
TRC,TEJON RANCH CO,CIK0000096869
TDOC,"TELADOC HEALTH, INC.",CIK0001477449
TDY,TELEDYNE TECHNOLOGIES INC,CIK0001094285
TFX,TELEFLEX INC,CIK0000096943
TEF,TELEFONICA SA ADS(RP 1 SH CAPI,CIK0000814052
TSAT,TELESAT CORP CL A & CL B SHS I,CIK0001845840
TKOI,TELKONET INC,CIK0001094084
TIXT,TELUS INTL CDA INC SUB VTG SHS,CIK0001825155
TDF,TEMPLETON DRAGON FD INC,CIK0000919893
TXG,10X GENOMICS INC CL A,CIK0001770787
PKKFF,TENET FINTECH GROUP INC COM(CA,CIK0001558924
TER,TERADYNE INC,CIK0000097210
TSCDY,TESCO PLC SPONSORED ADR NEW (U,CIK0000885834
TSLA,TESLA INC COM STK (DE),CIK0001318605
TTEK,TETRA TECH INC,CIK0000831641
TEVA,TEVA PHARMACEUTICAL LTD INDS A,CIK0000818686
TCBIO,TEXAS CAP BANCSHARES INC DEL,CIK0001077428
TXT,TEXTRON INCORPORATED OF DEL,CIK0000217346
ODP,THE ODP CORP COM,CIK0000800240
NCTY,THE9 LTD SPONSORED ADS NEW OCT,CIK0001296774
REAL,THE REALREAL INC COM,CIK0001573221
TMO,THERMO FISHER SCIENTIFIC INC. ,CIK0000097745
THRX,THESEUS PHARMACEUTICALS INC CO,CIK0001745020
TWKS,THOUGHTWORKS HLDG INC COM,CIK0001866550
SCWO,374WATER INC COM (DE),CIK0000933972
THCP,THUNDER BRDG CAP PARTNERS IV I,CIK0001843993
TLRS,TIMBERLINE RES COR COM NEW (DE,CIK0001288750
TKR,TIMKEN COMPANY,CIK0000098362
TTC,TORO COMPANY,CIK0000737758
TRBMF,TORQ RES INC (CANADA),CIK0001406944
TSCO,TRACTOR SUPPLY CO,CIK0000916365
TMDX,TRANSMEDICS GROUP INC COM,CIK0001756262
TLSS,TRANSPORTATION & LOG,CIK0001463208
TGL,TREASURE GLOBAL INC COM,CIK0001905956
CIPI,CORRELATE INFRASTRUCTURE PARTN,CIK0001108645
TMQ,TRILOGY METALS INC NEW COM (CD,CIK0001543418
TRMB,TRIMBLE INC COM (DEL),CIK0000864749
TRN,TRINITY INDUSTRIES,CIK0000099780
TRIP,TRIPADVISOR INC COM,CIK0001526520
TFC,TRUIST FINL CORP COM (NC),CIK0000092230
TRMK,TRUSTMARK CORP,CIK0000036146
TUP,TUPPERWARE BRANDS CORP,CIK0001008654
VNET,"VNET GROUP, INC. AMERICAN DEPO",CIK0001508475
TWLO,TWILIO INC CL A (DE),CIK0001447669
ADER,26 CAP ACQUISITION CORP CL A,CIK0001822912
ME,23ANDME HLDG CO CL A (DE),CIK0001804591
VEEE,TWIN VEE POWERCATS CO,CIK0001855509
TWO,TWO HBRS INVT CORP COM PAR $(M,CIK0001465740
TYL,TYLER TECHNOLOGIES INC,CIK0000860731
BDCX,ETRACS QUARTERLY PAY 1.5X LEVE,CIK0001114446
AMUB,UBS AG LONDON BRHETRACS ALERIA,CIK0001114446
PFFL,UBS AG LONDON BR ETRACS 2X MON,CIK0001114446
IWFL,ETRACS 2X LEVERAGED US GROWTH ,CIK0001114446
UMBF,UMB FINANCIAL CORP,CIK0000101382
UBER,UBER TECHNOLOGIES INC COM (DE),CIK0001543151
ULTA,ULTA BEAUTY INC COM STK,CIK0001403568
RARE,ULTRAGENYX PHARMACEUTICAL INC ,CIK0001515673
UNCY,UNICYCIVE THERAPEUTICS INC COM,CIK0001766140
UNF,UNIFIRST CORPORATION,CIK0000717954
UBSI,UNITED BANKCHARES INC(W VA),CIK0000729986
UAL,"UNITED AIRLINES HOLDINGS, INC.",CIK0000100517
UPS,"UNITED PARCEL SERVICE,INC.CL B",CIK0001090727
UAMY,U S ANTIMONY CORP,CIK0000101538
USBL,U.S. BASKETBALL LEAGUE INC,CIK0000764630
BNO,UNITED STS BRENT OIL FD LP,CIK0001472494
USM,UNITED STATES CELLULAR CORP,CIK0000821130
USCI,UNITED STS COMMODITY INDEX FD ,CIK0001479247
CPER,UNITED STATES COPPER INDEX FUN,CIK0001479247
UNL,UNITED STATES 12 MONTHS NATURA,CIK0001405513
UNH,UNITEDHEALTH GROUP INC,CIK0000731766
UNIT,UNITI GROUP INC COM (MD),CIK0001620280
UTL,UNITIL CORP,CIK0000755001
UNTY,UNITY BANCORP INC,CIK0000920427
UVE,UNIVERSAL INSURANCE HLDGS INC ,CIK0000891166
UVSP,UNIVEST FINANCIAL CORPORATION ,CIK0000102212
UNM,UNUM GROUP COM STK,CIK0000005513
UONE,URBAN ONE INC CL A,CIK0001041657
UBP,URSTADT BIDDLE PROPERTIES INC ,CIK0001029800
UTZ,"UTZ BRANDS, INC. CLASS A (CYM)",CIK0001739566
VACC,VACCITECH PLC SPONSORED ADS (G,CIK0001828185
VHI,VALHI INC NEW COM NEW (DE),CIK0000059255
VLYPP,VALLEY NATL BANCORP PERP PFD S,CIK0000714310
VLYPO,VALLEY NATL BANCORP NON CUM PE,CIK0000714310
VLON,VALLON PHARMACEUTICALS INC COM,CIK0001824293
VALN,VALNEVA SE SPONSORED ADS (FRA),CIK0001836564
VAPO,VAPOTHERM INC COM STK (DE),CIK0001253176
VRNS,VARONIS SYS INC COM STK (DE),CIK0001361113
VTR,VENTAS INC,CIK0000740260
VTYX,VENTYX BIOSCIENCES INC,CIK0001851194
VRDR,VERDE RESOURCES INC COM (NV),CIK0001506929
VRNOF,VERANO HLDGS CORP COM SUB VTG ,CIK0001848416
VZ,VERIZON COMMUNICATIONS,CIK0000732712
VRNT,VERINT SYSTEMS INC,CIK0001166388
VCEL,VERICEL CORPORATION COMMON STO,CIK0000887359
VRMEW,VERIFYME INC WT EXP 06/22/2025,CIK0001104038
VRME,VERIFYME INC COM NEW,CIK0001104038
VRNA,VERONA PHARMA PLC SPONSORED AD,CIK0001657312
VRRM,VERRA MOBILITY CORP COM,CIK0001682745
VS,VERSUS SYS INC COM NO PAR (CAN,CIK0001701963
VSAT,VIASAT INC,CIK0000797721
VIAV,VIAVI SOLUTIONS INC COM STK DE,CIK0000912093
VTRS,VIATRIS INC COM,CIK0001792044
VMHG,VICTORY MARINE HLDGS,CIK0000895287
VIR,VIR BIOTECHNOLOGY INC COM,CIK0001706431
VIRX,VIRACTA THERAPEUTICS INC (CAN),CIK0001061027
VORB,VIRGIN ORBIT HLDGS INC (DE),CIK0001843388
NCZ,VIRTUS CONVERTIBLE & INCOME FU,CIK0001227857
NCV,VIRTUS CONVERTIBLE & INCOME FU,CIK0001214935
VST,VISTRA CORP,CIK0001692819
ACV,VIRTUS DIVERSIFIED INCOME & CO,CIK0001636289
VIVHY,VIVENDI SE AMERICAN DEPOSITARY,CIK0001127055
RDGL,VIVOS INC COM NEW,CIK0001449349
VVOS,VIVOS THERAPEUTICS INC COM,CIK0001716166
VNT,VONTIER CORP COM,CIK0001786842
VOR,VOR BIOPHARMA INC.COM,CIK0001817229
IAE,VOYA ASIA PAC DIVID EQUITY INC,CIK0001385632
VYGR,VOYAGER THERAPEUTICS INC COM S,CIK0001640266
VMC,VULCAN MATERIALS COMPANY (HOLD,CIK0001396009
WTI,"W&T OFFSHORE, INC.",CIK0001288403
PET,WAG GROUP CO COM,CIK0001842356
WBD,WARNER BROS DISCOVERY INC COM ,CIK0001437107
WM,WASTE MANAGEMENT INC(NEW),CIK0000823768
EAD,ALLSPRING INCOME OPPORTUNITIES,CIK0001210123
WELL,WELLTOWER INC COM STK (DE),CIK0000766704
WTBA,WEST BANCORPORATION,CIK0001166928
WEGYF,WESTBRIDGE RENEWABLE ENERGY CO,CIK0001008112
WAL,WESTERN ALLIANCE BANCORPORATIO,CIK0001212545
EMD,WESTERN ASSET EMERGING MKTS DE,CIK0001227862
EHI,WESTERN ASSET GLB HIGH INCM FD,CIK0001228509
MNP,WESTERN ASSET MUNI PARTNERS FD,CIK0000894351
WEA,WESTERN ASSET PREMIER BOND FD ,CIK0001163792
HYI,WESTERN ASSET HIGH YIELD DEFIN,CIK0001497186
GDO,WESTERN ASSET GLOBAL CORP DEFI,CIK0001472341
WDI,WESTERN ASSET DIVERSIFIED INCO,CIK0001819559
WFCF,WHERE FOOD COMES FROM COM NEW ,CIK0001360565
WHR,WHIRLPOOL CORPORATION,CIK0000106640
WOW,WIDEOPENWEST INC COM STK (DE) ,CIK0001701051
WHLM,"WILHELMINA INTERNATIONAL, INC.",CIK0001013706
WMB,WILLIAMS COMPANIES,CIK0000107263
WSM,WILLIAMS-SONOMA INC,CIK0000719955
WIMI,WIMI HOLOGRAM CLOUD INC SPONS ,CIK0001770088
WTFCM,WINTRUST FINL CORP FXD/FLTG NO,CIK0001015328
WTRE,WISDOMTREE NEW ECONOMY REAL ES,CIK0001601669
WWD,WOODWARD INC COM,CIK0000108312
WKSPW,WORKSPORT LTD WT PUR COM EXP 0,CIK0001096275
WRAP,WRAP TECHNOLOGIES INC COM (DE),CIK0001702924
XYF,X FINL SPONSORED ADS (CYM),CIK0001725033
XBIT,XBIOTECH INC COM STK,CIK0001626878
XNCR,XENCOR INC COMMON STOCK,CIK0001326732
XCRT,XCELERATE INC COM (FL),CIK0001138586
XOMAP,XOMA CORP DEL 8.625% PERP PFD ,CIK0000791908
XOMAO,XOMA CORP DEL DEP REPSTG 1/100,CIK0000791908
XYL,XYLEM INC COM STK,CIK0001524472
XRX,XEROX HLDGS CORP COM (NY),CIK0001770450
YALA,YALLA GROUP LIMITED SPONSORED ,CIK0001794350
YOSH,YOSHIHARU GLOBAL CO COM CL A,CIK0001898604
TKLF,YOSHITSU CO LTD SPONSORED ADS ,CIK0001836242
YOTA,YOTTA ACQUISITION CORP COM(DE),CIK0001907730
YUM,"YUM BRANDS, INC",CIK0001041061
CTIB,YUNHONG CTI LTD,CIK0001042187
ZLAB,ZAI LAB LTD,CIK0001704292
ZFOX,ZEROFOX HLDGS INC COM,CIK0001823575
ZH,ZHIHU INC SPONSORED ADR (CYM) ,CIK0001835724
ZETA,ZETA GLOBAL HLDGS CORP CL A (D,CIK0001851003
ZBH,ZIMMER BIOMET HOLDINGS INC COM,CIK0001136869
ZT,ZIMMER ENERGY TRANSITION ACQUI,CIK0001849408
ZNOG,ZION OIL & GAS INC COM,CIK0001131312
ZTO,ZTO EXPRESS CAYMAN INC SPONSOR,CIK0001677250
ZS,ZSCALER INC COM,CIK0001713683
VMAR,VISION MARINE TECHNOLOGIES INC,CIK0001813783
AGMH,AGM GROUP HLDGS INC USD CL A O,CIK0001705402
DOX,AMDOCS LTD ORD,CIK0001062579
ASCBR,A SPAC II ACQUISITION CORP RT(,CIK0001876716
WAVC,WAVERLEY CAP ACQUISITION CORP ,CIK0001849580
AXAC,AXIOS SUSTAINABLE GROWTH ACQUI,CIK0001898019
AXTA,AXALTA COATING SYS LTD COM SHS,CIK0001616862
RENEU,CARTESIAN GRWTH CORP II UT 1 C,CIK0001889112
RENEW,CARTESIAN GROWTH CORP II WT EX,CIK0001889112
CSTA,CONSTELLATIONS ACQUISITION COR,CIK0001834032
CHEAW,CHENGHE ACQUISITION CO WT EXP(,CIK0001856948
CHNR,CHINA NAT RES INC SHS NEW COM ,CIK0000793628
CINT,CI&T INC COM CL A (CYM),CIK0001868995
CWCO,"CONSOLIDATED WATER CO., INC.",CIK0000928340
COOLW,CORNER GROWTH ACQUISITION CORP,CIK0001829953
ENDPQ,ENDO INTL PLC ORD SHS (IRL),CIK0001593034
FACT,FREEDOM ACQUISITION I CORP CL ,CIK0001838987
FTAIN,FTAI FIN HOLDCO LTD CUM PERP P,CIK0001590364
G,GENPACT LIMITED,CIK0001398659
HCMAW,HCM ACQUISITION CORP USD RED W,CIK0001845368
HZNP,HORIZON THERAPEUTICS PUB LTD C,CIK0001492426
IBEX,IBEX LTD SHS,CIK0001720420
IZM,ICZOOM GROUP INC.USD CL A ORD ,CIK0001854572
IGIC,INTERNATIONAL GEN INS HLDGS LT,CIK0001794338
JRVR,JAMES RIVER GROUP HOLDINGS LTD,CIK0001620459
JAZZ,JAZZ PHARMACEUTICALS PLC COM S,CIK0001232524
KYCH,KEYARCH ACQUISITION CORP CL A ,CIK0001865701
LGVC,LAMF GLOBAL VENTURES CORP I CL,CIK0001879297
METX,METEN HOLDING GROUP LTD SHS NE,CIK0001796514
APTMW,ALPHA PARTNERS TECHNOLOGY MERG,CIK0001845550
NESRW,NATIONAL ENERGY SVCS REUNITED ,CIK0001698514
NOMD,NOMAD FOODS LTD ORDINARY SHARE,CIK0001651717
SKGRW,SK GROWTH OPPORTUNITIES CORP W,CIK0001912461
TRTN,TRITON INTL LTD CL A (BMU),CIK0001660734
TROX,TRONOX HLDGS PLC SHS (GBR),CIK0001530804
VVPR,VIVOPOWER INTERNATIONAL PLC SH,CIK0001681348
ZKIN,ZK INTL GROUP CO LTD SHS (VGB),CIK0001687451
NLSP,NLS PHARMACEUTICS LTD COM SHS ,CIK0001783036
TEL,TE CONNECTIVITY LTD,CIK0001385157
DRTSW,ALPHA TAU MED LTD WT EXP (ISR),CIK0001871321
CLBT,CELLEBRITE DI LTD CL A ORD SHS,CIK0001854587
NRSN,NEUROSENSE THERAPEUTICS LTD OR,CIK0001875091
SPRC,SCISPARC LTD COM (ISR),CIK0001611746
SBET,SHARPLINK GAMING LTD SHS NIS (,CIK0001025561
SILC,SILICOM LTD,CIK0000916793
TARO,TARO PHARMACEUTICAL INDS LTD,CIK0000906338
ESTC,ELASTIC N V USD SHS (NLD),CIK0001707753
CNHI,CNH INDUSTRIAL N V COM SHS (NL,CIK0001567094
ZGN,ERMENEGILDO ZEGNA N V SHS (NLD,CIK0001877787
PRQR,PROQR THERAPEUTICS N.V. ORDINA,CIK0001612940
SEV,SONO GROUP N V SHS (NLD),CIK0001840416
WBX,WALLBOX N V SHS CL A (NLD),CIK0001866501
CPA,"COPA HOLDINGS, S.A. CL A COM (",CIK0001345105
DCFC,TRITIUM DCFC LTD ORD SHS (AUS),CIK0001862490
CMRE,COSTAMARE INC COM STK (MHL),CIK0001503584
GNK,GENCO SHIPPING & TRADING LTD S,CIK0001326200
IMPPP,IMPERIAL PETE INC,CIK0001876581
KARO,KAROOOOO LTD ORD SHS (SGP),CIK0001828102
NVGS,NAVIGATOR HOLDINGS LTD. ORDINA,CIK0001581804
STNG,SCORPIO TANKERS INC COM NEW,CIK0001483934
GASS,STEALTHGAS INC,CIK0001328919
AIR,A A R CORP,CIK0000001750
ALXO,ALX ONCOLOGY HLDGS INC,CIK0001810182
POWW,AMMO INC,CIK0001015383
ASGN,ASGN INC COM,CIK0000890564
AACG,ATA CREATIVITY GLOBAL SPONSORE,CIK0001420529
ABT,ABBOTT LABS;COM NPV,CIK0000001800
SGOL,ABRDN GOLD ETF TR ABRDN PHYSIC,CIK0001450923
PPLT,ABRDN PALLADIUM ETF TR ABRDN P,CIK0001460235
AE,ADAMS RES & ENERGY NEW,CIK0000002178
ADAP,ADAPTIMMUNE THERAPEUTICS PLC S,CIK0001621227
ADUS,ADDUS HOMECARE CORPORATION COM,CIK0001468328
AAP,ADVANCE AUTO PARTS INC,CIK0001158449
AEIS,ADVANCED ENERGY INDS INC,CIK0000927003
AIH,AESTHETIC MED INTL HLDGS GROUP,CIK0001757143
ADC,AGREE REALTY CORP,CIK0000917251
API,AGORA INC ADS,CIK0001802883
APD,AIR PROD&CHEM INC,CIK0000002969
AIRG,AIRGAIN INC COM,CIK0001272842
